sample,_study,detailed_category,_sample_type,primary disease or tissue,CLDN4
GTEX-POMQ-1926-SM-3NB1Y,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-1.685
TCGA-CQ-A4CA-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0.8883
GTEX-Q2AH-0526-SM-2I3ED,GTEX,Heart - Left Ventricle,Normal Tissue,Heart - Left Ventricle,-2.932
GTEX-X4XX-1126-SM-3NMBY,GTEX,Heart - Atrial Appendage,Normal Tissue,Heart - Atrial Appendage,-1.248
GTEX-11ZVC-0726-SM-5FQT9,GTEX,Liver,Normal Tissue,Liver,-0.4325
TCGA-CF-A8HX-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,7.169
GTEX-XOTO-0011-R3A-SM-4B64W,GTEX,Brain - Anterior Cingulate Cortex (Ba24),Normal Tissue,Brain - Anterior Cingulate Cortex (Ba24),0.3573
TCGA-DH-A66F-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-0.8084
TCGA-R6-A6KZ-01,TCGA,Esophageal Carcinoma,Primary Tumor,Esophageal Carcinoma,6.609
GTEX-R55C-0626-SM-2TF4Q,GTEX,Thyroid,Normal Tissue,Thyroid,6.101
TCGA-34-5241-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,8.004
TCGA-EE-A2ME-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-3.458
TCGA-BH-A0DS-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.327
TCGA-A6-5665-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,8.237
TCGA-HT-7694-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-2.114
GTEX-YFCO-2026-SM-4W21Q,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,1.896
TCGA-E9-A1R5-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.427
GTEX-WZTO-1526-SM-4PQYQ,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,-0.9971
TCGA-HB-A3YV-01,TCGA,Sarcoma,Primary Tumor,Sarcoma,0.8961
GTEX-WYVS-0226-SM-4ONDK,GTEX,Adrenal Gland,Normal Tissue,Adrenal Gland,-1.056
GTEX-ZV68-0011-R10a-SM-51MT7,GTEX,Brain - Frontal Cortex (Ba9),Normal Tissue,Brain - Frontal Cortex (Ba9),-1.552
TCGA-78-7158-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.225
TCGA-FA-8693-01,TCGA,Diffuse Large B-Cell Lymphoma,Primary Tumor,Diffuse Large B-Cell Lymphoma,-2.635
GTEX-14C38-0006-SM-5NQBF,GTEX,Whole Blood,Normal Tissue,Whole Blood,-5.574
GTEX-132AR-1326-SM-5K7YC,GTEX,Artery - Coronary,Normal Tissue,Artery - Coronary,-2.315
GTEX-X62O-0126-SM-4E3JN,GTEX,Skin - Sun Exposed (Lower Leg),Normal Tissue,Skin - Sun Exposed (Lower Leg),6.529
TCGA-EM-A3AJ-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,8.349
TCGA-CW-5591-11,TCGA,Kidney Clear Cell Carcinoma,Solid Tissue Normal,Kidney Clear Cell Carcinoma,6.119
GTEX-ZLWG-0004-SM-4WWD5,GTEX,Cells - Ebv-Transformed Lymphocytes,Cell Line,Cells - Ebv-Transformed Lymphocytes,-2.178
TCGA-DD-AAED-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,5.983
TCGA-E2-A159-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.018
TCGA-77-7140-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,5.87
GTEX-12WSA-0005-SM-5O9BM,GTEX,Whole Blood,Normal Tissue,Whole Blood,-4.608
GTEX-13112-1426-SM-5EGH8,GTEX,Liver,Normal Tissue,Liver,-0.1993
TCGA-A8-A0A7-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.925
TCGA-Q3-AA2A-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,7.508
TARGET-10-PANYEJ-09,TARGET,Acute Lymphoblastic Leukemia,Primary Blood Derived Cancer - Bone Marrow,Acute Lymphoblastic Leukemia,-5.012
TCGA-B6-A0X5-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.573
TCGA-B0-5706-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,4.399
TCGA-BQ-5881-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,7.62
TCGA-AP-A5FX-01,TCGA,Uterine Corpus Endometrioid Carcinoma,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,7.254
TCGA-TS-A7OY-01,TCGA,Mesothelioma,Primary Tumor,Mesothelioma,-1.392
TCGA-OR-A5KV-01,TCGA,Adrenocortical Cancer,Primary Tumor,Adrenocortical Cancer,-1.431
TCGA-DJ-A3V0-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,8.453
TCGA-86-8668-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,10.06
TCGA-BT-A20J-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,7.953
GTEX-11P7K-0226-SM-5986Z,GTEX,Thyroid,Normal Tissue,Thyroid,7.007
GTEX-ZVT2-2426-SM-57WCQ,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-3.308
TCGA-N5-A4RV-01,TCGA,Uterine Carcinosarcoma,Primary Tumor,Uterine Carcinosarcoma,4.081
TCGA-G9-6373-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.702
TCGA-CH-5766-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,9.795
TCGA-71-6725-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,9.658
TCGA-EJ-7781-11,TCGA,Prostate Adenocarcinoma,Solid Tissue Normal,Prostate Adenocarcinoma,7.262
TCGA-H9-A6BX-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,6.957
GTEX-146FQ-0126-SM-5NQA9,GTEX,Skin - Sun Exposed (Lower Leg),Normal Tissue,Skin - Sun Exposed (Lower Leg),7.434
GTEX-13SLX-0011-R4a-SM-5O9BJ,GTEX,Brain - Amygdala,Normal Tissue,Brain - Amygdala,-1.318
TCGA-B1-A47M-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,9.738
GTEX-13W46-1926-SM-5J2MF,GTEX,Esophagus - Mucosa,Normal Tissue,Esophagus - Mucosa,6.686
TCGA-3A-A9IU-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,10.36
TCGA-BH-A18K-11,TCGA,Breast Invasive Carcinoma,Solid Tissue Normal,Breast Invasive Carcinoma,6.587
GTEX-147F4-0011-R10b-SM-5S2WC,GTEX,Brain - Frontal Cortex (Ba9),Normal Tissue,Brain - Frontal Cortex (Ba9),-1.056
TCGA-GN-A26D-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-0.1828
TCGA-CE-A3ME-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,9.076
GTEX-13FHP-0526-SM-5K7UY,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-3.816
GTEX-1399R-2026-SM-5K7WN,GTEX,Small Intestine - Terminal Ileum,Normal Tissue,Small Intestine - Terminal Ileum,6.732
GTEX-11EM3-0001-SM-5Q5BD,GTEX,Cells - Ebv-Transformed Lymphocytes,Cell Line,Cells - Ebv-Transformed Lymphocytes,-2.932
TCGA-B6-A0RE-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.618
GTEX-ZF2S-2126-SM-4WWAY,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,0.058
TCGA-CG-5721-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,6.909
TCGA-A6-2677-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,6.604
TCGA-EJ-5494-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,8.198
TCGA-DK-A1AF-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,9.583
TCGA-GC-A3BM-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,9.429
GTEX-YEC3-1426-SM-4WWEM,GTEX,Stomach,Normal Tissue,Stomach,-1.994
TCGA-IG-A97I-01,TCGA,Esophageal Carcinoma,Primary Tumor,Esophageal Carcinoma,5.768
GTEX-13QJ3-1726-SM-5RQK9,GTEX,Esophagus - Mucosa,Normal Tissue,Esophagus - Mucosa,6.499
TCGA-EM-A1YA-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,7.037
TCGA-A2-A0CY-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.0
TCGA-CM-6162-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,8.909
TCGA-VS-A94W-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,7.32
TCGA-GU-A764-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,8.895
TCGA-35-5375-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,7.279
TCGA-ET-A25R-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,8.696
TCGA-18-3417-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.807
TCGA-HT-7471-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-3.171
TCGA-B0-5699-11,TCGA,Kidney Clear Cell Carcinoma,Solid Tissue Normal,Kidney Clear Cell Carcinoma,5.557
GTEX-144GM-1226-SM-5LU52,GTEX,Colon - Transverse,Normal Tissue,Colon - Transverse,8.711
GTEX-12WSD-0226-SM-59HKO,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,1.6
TCGA-JL-A3YX-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.565
TCGA-2Z-A9J7-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,9.153
GTEX-RN64-2326-SM-48FDW,GTEX,Testis,Normal Tissue,Testis,-0.0725
GTEX-13N1W-0126-SM-5K7VT,GTEX,Skin - Sun Exposed (Lower Leg),Normal Tissue,Skin - Sun Exposed (Lower Leg),6.348
TCGA-AC-A3QP-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.283
TCGA-DD-AADU-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,3.022
GTEX-WZTO-0011-R7B-SM-4E3IS,GTEX,Brain - Putamen (Basal Ganglia),Normal Tissue,Brain - Putamen (Basal Ganglia),-2.315
GTEX-WHSE-3026-SM-3P5ZH,GTEX,Brain - Cortex,Normal Tissue,Brain - Cortex,-0.0725
TCGA-US-A77E-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,8.768
TCGA-EW-A1PH-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.709
TCGA-OR-A5K6-01,TCGA,Adrenocortical Cancer,Primary Tumor,Adrenocortical Cancer,0.9789
GTEX-WZTO-0011-R10B-SM-4E3KB,GTEX,Brain - Frontal Cortex (Ba9),Normal Tissue,Brain - Frontal Cortex (Ba9),0.346
GTEX-12ZZY-1326-SM-5GCNW,GTEX,Artery - Aorta,Normal Tissue,Artery - Aorta,-1.595
TCGA-D3-A2J9-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-3.458
GTEX-11TTK-0826-SM-5N9EG,GTEX,Thyroid,Normal Tissue,Thyroid,7.551
TCGA-IB-AAUW-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,6.695
TCGA-BR-8371-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,4.922
GTEX-11UD1-0326-SM-5EQKX,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-2.053
TCGA-FG-A4MT-02,TCGA,Brain Lower Grade Glioma,Recurrent Tumor,Brain Lower Grade Glioma,-2.315
GTEX-1212Z-0826-SM-5EQ51,GTEX,Artery - Aorta,Normal Tissue,Artery - Aorta,-1.685
TCGA-AJ-A3NH-11,TCGA,Uterine Corpus Endometrioid Carcinoma,Solid Tissue Normal,Uterine Corpus Endometrioid Carcinoma,7.301
GTEX-12WSM-2226-SM-5DUVS,GTEX,Pituitary,Normal Tissue,Pituitary,1.892
TCGA-FS-A4FB-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-3.816
TCGA-3A-A9I5-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,7.337
GTEX-PLZ6-1126-SM-3P5ZR,GTEX,Prostate,Normal Tissue,Prostate,5.57
TCGA-HT-7608-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-2.826
GTEX-YEC3-0626-SM-5IFHZ,GTEX,Pancreas,Normal Tissue,Pancreas,5.008
TCGA-C5-A1MK-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,9.708
TCGA-RC-A6M6-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,5.083
TCGA-KR-A7K2-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,4.044
TCGA-09-2045-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,9.113
GTEX-11TT1-0726-SM-5GU5A,GTEX,Stomach,Normal Tissue,Stomach,7.44
GTEX-13NYB-1726-SM-5N9G2,GTEX,Kidney - Cortex,Normal Tissue,Kidney - Cortex,5.147
GTEX-13X6J-1626-SM-5Q5CV,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,-1.685
GTEX-12WSL-1126-SM-5CVNK,GTEX,Adipose - Visceral (Omentum),Normal Tissue,Adipose - Visceral (Omentum),-1.248
GTEX-145MI-0011-R10a-SM-5PNZD,GTEX,Brain - Frontal Cortex (Ba9),Normal Tissue,Brain - Frontal Cortex (Ba9),-1.781
TCGA-BP-4804-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,5.362
TCGA-CQ-5330-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,4.456
GTEX-X8HC-1026-SM-46MWH,GTEX,Heart - Atrial Appendage,Normal Tissue,Heart - Atrial Appendage,-2.727
GTEX-13FTX-1026-SM-5J2O5,GTEX,Uterus,Normal Tissue,Uterus,0.4657
TCGA-BH-A0DH-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.639
GTEX-13NYB-0011-R2a-SM-5MR3C,GTEX,Brain - Substantia Nigra,Normal Tissue,Brain - Substantia Nigra,-2.727
GTEX-11TT1-2726-SM-5LU8L,GTEX,Artery - Tibial,Normal Tissue,Artery - Tibial,-2.635
TCGA-CS-6290-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-0.9686
TCGA-36-1570-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,7.777
GTEX-ZDTT-0004-SM-4WKG3,GTEX,Cells - Ebv-Transformed Lymphocytes,Cell Line,Cells - Ebv-Transformed Lymphocytes,-2.635
GTEX-13QBU-0426-SM-5J2O4,GTEX,Heart - Left Ventricle,Normal Tissue,Heart - Left Ventricle,-2.826
GTEX-Q2AH-0826-SM-48TZN,GTEX,Esophagus - Mucosa,Normal Tissue,Esophagus - Mucosa,8.257
GTEX-131XG-1226-SM-5EGH9,GTEX,Stomach,Normal Tissue,Stomach,4.02
GTEX-13OVJ-0006-SM-5O98T,GTEX,Whole Blood,Normal Tissue,Whole Blood,-4.293
GTEX-13NZ9-1126-SM-5MR37,GTEX,Thyroid,Normal Tissue,Thyroid,6.831
TCGA-44-3396-11,TCGA,Lung Adenocarcinoma,Solid Tissue Normal,Lung Adenocarcinoma,6.948
TCGA-BR-8487-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,8.076
TCGA-EE-A29Q-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-5.012
TCGA-85-8355-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.619
TCGA-B0-5710-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,4.888
TCGA-DC-6157-01,TCGA,Rectum Adenocarcinoma,Primary Tumor,Rectum Adenocarcinoma,9.832
TCGA-KK-A5A1-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.385
TCGA-H8-A6C1-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,7.791
TCGA-DD-AAE9-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,-1.831
TCGA-85-7710-11,TCGA,Lung Squamous Cell Carcinoma,Solid Tissue Normal,Lung Squamous Cell Carcinoma,5.943
TCGA-18-3419-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.773
TCGA-LL-A440-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.242
GTEX-ZDYS-1626-SM-4WKGB,GTEX,Artery - Tibial,Normal Tissue,Artery - Tibial,0.0014
GTEX-ZUA1-0011-R1a-SM-4YCE2,GTEX,Brain - Hippocampus,Normal Tissue,Brain - Hippocampus,-1.51
TCGA-E9-A22H-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,5.438
TARGET-50-PAJNUS-01,TARGET,Wilms Tumor,Primary Solid Tumor,Wilms Tumor,4.345
TCGA-38-4632-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.559
TCGA-DB-A4XD-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-3.047
GTEX-RU1J-0426-SM-46MUK,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,-1.884
TCGA-E2-A155-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.559
TCGA-E2-A1IG-11,TCGA,Breast Invasive Carcinoma,Solid Tissue Normal,Breast Invasive Carcinoma,7.534
TCGA-CJ-4639-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,6.071
TCGA-N5-A4RT-01,TCGA,Uterine Carcinosarcoma,Primary Tumor,Uterine Carcinosarcoma,5.685
GTEX-SNOS-0226-SM-32PLR,GTEX,Thyroid,Normal Tissue,Thyroid,7.383
TCGA-B6-A0X1-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.352
GTEX-NL3G-0007-SM-4SOIF,GTEX,Whole Blood,Normal Tissue,Whole Blood,-3.626
TCGA-2Y-A9GV-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,-3.171
GTEX-12ZZZ-0011-R3b-SM-5DUXK,GTEX,Brain - Anterior Cingulate Cortex (Ba24),Normal Tissue,Brain - Anterior Cingulate Cortex (Ba24),-2.114
GTEX-13N11-1726-SM-5J1OJ,GTEX,Breast - Mammary Tissue,Normal Tissue,Breast - Mammary Tissue,5.63
GTEX-13D11-0926-SM-5J2NC,GTEX,Skin - Not Sun Exposed (Suprapubic),Normal Tissue,Skin - Not Sun Exposed (Suprapubic),7.191
GTEX-14DAR-0226-SM-5S2PR,GTEX,Lung,Normal Tissue,Lung,6.752
GTEX-OIZH-0005-SM-2HMJN,GTEX,Whole Blood,Normal Tissue,Whole Blood,-3.816
TCGA-SI-AA8B-01,TCGA,Sarcoma,Primary Tumor,Sarcoma,-2.114
TCGA-29-2414-02,TCGA,Ovarian Serous Cystadenocarcinoma,Recurrent Tumor,Ovarian Serous Cystadenocarcinoma,6.888
GTEX-UPJH-0001-SM-3NMDE,GTEX,Cells - Ebv-Transformed Lymphocytes,Cell Line,Cells - Ebv-Transformed Lymphocytes,-3.308
GTEX-ZPU1-1326-SM-57WE1,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,-0.4521
GTEX-11H98-0426-SM-5HL55,GTEX,Nerve - Tibial,Normal Tissue,Nerve - Tibial,-1.639
TCGA-D7-A6EY-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,7.652
TCGA-EO-A3AV-01,TCGA,Uterine Corpus Endometrioid Carcinoma,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,7.38
TCGA-24-0970-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,7.936
TCGA-DX-A3LS-01,TCGA,Sarcoma,Primary Tumor,Sarcoma,-2.178
GTEX-R55C-0826-SM-48FCL,GTEX,Esophagus - Mucosa,Normal Tissue,Esophagus - Mucosa,9.382
TCGA-A8-A07U-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.095
TCGA-C5-A1MH-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,8.653
TCGA-CJ-4900-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,4.709
GTEX-WI4N-2226-SM-4OOS9,GTEX,Colon - Sigmoid,Normal Tissue,Colon - Sigmoid,-1.47
TCGA-CG-4476-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,6.777
GTEX-13112-0126-SM-5P9IU,GTEX,Skin - Not Sun Exposed (Suprapubic),Normal Tissue,Skin - Not Sun Exposed (Suprapubic),6.54
TCGA-DK-A6B1-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,11.72
TCGA-AB-2814-03,TCGA,Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,-3.171
GTEX-13CF3-1626-SM-5IFG9,GTEX,Esophagus - Mucosa,Normal Tissue,Esophagus - Mucosa,8.162
TCGA-EY-A2OP-01,TCGA,Uterine Corpus Endometrioid Carcinoma,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,8.582
TCGA-EV-5902-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,8.991
TCGA-A1-A0SP-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.765
GTEX-13O3O-0011-R7b-SM-5P9GZ,GTEX,Brain - Putamen (Basal Ganglia),Normal Tissue,Brain - Putamen (Basal Ganglia),-2.826
GTEX-WVLH-0011-R8A-SM-3MJFC,GTEX,Brain - Hypothalamus,Normal Tissue,Brain - Hypothalamus,-1.392
TCGA-TQ-A7RK-02,TCGA,Brain Lower Grade Glioma,Recurrent Tumor,Brain Lower Grade Glioma,-2.315
TCGA-TQ-A7RK-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-1.831
GTEX-139UC-0426-SM-5K7UR,GTEX,Heart - Left Ventricle,Normal Tissue,Heart - Left Ventricle,-3.816
TCGA-AB-2946-03,TCGA,Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,-3.308
TCGA-S3-A6ZH-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.089
TCGA-P3-A6T8-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,5.727
GTEX-XPVG-0726-SM-4B658,GTEX,Heart - Atrial Appendage,Normal Tissue,Heart - Atrial Appendage,-1.781
TCGA-BR-6455-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,7.794
TCGA-HT-7475-01,TCGA,Brain Lower Grade Glioma,Primary Tumor,Brain Lower Grade Glioma,-2.635
GTEX-ZAK1-0526-SM-5K7X4,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-2.635
TCGA-G9-6362-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,5.368
TCGA-CZ-4865-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,5.421
GTEX-13RTK-1626-SM-5QGQS,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-3.458
TCGA-HC-8258-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.269
TCGA-94-7033-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,5.866
GTEX-11EI6-0526-SM-5985S,GTEX,Artery - Tibial,Normal Tissue,Artery - Tibial,-1.732
GTEX-T6MN-0826-SM-32PM4,GTEX,Lung,Normal Tissue,Lung,5.207
GTEX-131XH-0011-R4b-SM-5DUWB,GTEX,Brain - Amygdala,Normal Tissue,Brain - Amygdala,-1.685
GTEX-147GR-0011-R9a-SM-5S2UY,GTEX,Brain - Spinal Cord (Cervical C-1),Normal Tissue,Brain - Spinal Cord (Cervical C-1),-2.548
GTEX-X4XY-0626-SM-4E3IN,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-3.626
TCGA-A2-A3XU-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.938
GTEX-ZQG8-0726-SM-5P9H9,GTEX,Breast - Mammary Tissue,Normal Tissue,Breast - Mammary Tissue,-1.639
GTEX-S4P3-0526-SM-4AD58,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,-1.283
GTEX-13O3Q-3026-SM-5IJGD,GTEX,Brain - Cerebellum,Normal Tissue,Brain - Cerebellum,1.701
GTEX-W5X1-1026-SM-5CHSO,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,-9.966
GTEX-11XUK-2026-SM-5EQLF,GTEX,Skin - Sun Exposed (Lower Leg),Normal Tissue,Skin - Sun Exposed (Lower Leg),6.832
TCGA-B5-A3F9-01,TCGA,Uterine Corpus Endometrioid Carcinoma,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,6.862
TCGA-DR-A0ZL-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,8.822
